"","customerID","tenure","PhoneService","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","gender","SeniorCitizen","Partner","Dependents","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies"
"4174","7858-GTZSP",12,"Yes","Month-to-month","Yes","Electronic check",86.55,1066.9,"No","Female",0,"No","No","Yes","Fiber optic","No","No","No","No","No","Yes"
"4175","3285-UCQVC",37,"No","Month-to-month","No","Credit card (automatic)",28.6,973.55,"Yes","Female",0,"No","No","No phone service","DSL","No","No","No","Yes","No","No"
"4176","6248-BSHKG",61,"Yes","One year","No","Mailed check",20.4,1226.45,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4177","4685-TFLLS",18,"Yes","One year","No","Bank transfer (automatic)",19.8,342.3,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4178","3470-BTGQO",21,"Yes","Month-to-month","No","Mailed check",45.65,985.05,"No","Male",0,"No","Yes","No","DSL","No","No","No","No","No","No"
"4179","1209-VFFOC",68,"No","Two year","Yes","Mailed check",56.4,3948.45,"No","Male",0,"Yes","Yes","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes"
"4180","8224-DWCKX",12,"Yes","Month-to-month","Yes","Credit card (automatic)",73.3,828.05,"No","Male",1,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"4181","5482-PLVPE",2,"No","Month-to-month","No","Electronic check",24.35,41.85,"Yes","Female",1,"No","No","No phone service","DSL","No","No","No","No","No","No"
"4182","4553-DVPZG",62,"Yes","Month-to-month","Yes","Electronic check",101.35,6164.7,"No","Female",0,"Yes","No","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"4183","4902-OHLSK",29,"Yes","Month-to-month","No","Electronic check",98.65,2862.75,"Yes","Female",1,"No","No","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"4184","6917-IAYHD",1,"No","Month-to-month","No","Mailed check",33.6,33.6,"No","Male",0,"No","Yes","No phone service","DSL","No","Yes","No","Yes","No","No"
"4185","0495-ZBNGW",5,"Yes","Month-to-month","Yes","Bank transfer (automatic)",79.9,343.95,"Yes","Male",1,"Yes","No","Yes","Fiber optic","No","No","Yes","No","No","No"
"4186","8620-RJPZN",1,"Yes","Month-to-month","No","Electronic check",20.7,20.7,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4187","7572-KPVKK",62,"Yes","Two year","Yes","Electronic check",104.05,6590.5,"No","Male",0,"No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4188","2642-MAWLJ",36,"Yes","Two year","No","Bank transfer (automatic)",20.25,717.95,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4189","2357-COQEK",28,"Yes","Month-to-month","Yes","Electronic check",103.3,2890.65,"Yes","Female",1,"No","No","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4190","7103-ZGVNT",69,"Yes","One year","No","Credit card (automatic)",73.7,4885.85,"No","Female",0,"Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No"
"4191","3737-GCSPV",11,"Yes","Month-to-month","Yes","Credit card (automatic)",96.2,1222.05,"Yes","Female",0,"Yes","No","Yes","Fiber optic","Yes","No","No","Yes","Yes","No"
"4192","2027-WKXMW",63,"Yes","Month-to-month","Yes","Electronic check",108.75,6871.7,"No","Female",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"4193","7137-NAXML",23,"Yes","One year","No","Bank transfer (automatic)",20.15,405.6,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4194","2428-ZMCTB",10,"Yes","Month-to-month","No","Credit card (automatic)",19.75,208.25,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4195","2961-VNFKL",71,"Yes","Two year","Yes","Credit card (automatic)",25.95,1801.9,"No","Female",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4196","1768-HNVGJ",45,"Yes","Month-to-month","Yes","Electronic check",70.05,3062.45,"No","Female",1,"No","No","Yes","DSL","Yes","No","No","Yes","No","Yes"
"4197","6963-KQYQB",70,"Yes","Two year","No","Mailed check",24.05,1764.75,"No","Female",0,"Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4198","5934-RMPOV",22,"Yes","Month-to-month","Yes","Electronic check",84.75,1816.75,"No","Female",0,"No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
"4199","1207-BLKSA",52,"Yes","Two year","No","Mailed check",23.05,1255.1,"No","Female",0,"Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4200","4088-YLDSU",55,"Yes","One year","Yes","Electronic check",104.15,5743.05,"Yes","Male",0,"Yes","No","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4201","8316-BBQAY",65,"No","Two year","No","Credit card (automatic)",59.95,3921.1,"No","Female",0,"No","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
"4202","1166-PQLGG",72,"Yes","Two year","No","Bank transfer (automatic)",19.55,1463.45,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4203","3146-JTQHR",10,"Yes","One year","No","Bank transfer (automatic)",19.6,189.45,"No","Male",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4204","4291-YZODP",7,"Yes","One year","No","Mailed check",20.05,96.8,"No","Female",0,"No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4205","4395-PZMSN",5,"Yes","Month-to-month","Yes","Electronic check",85.55,408.5,"No","Male",1,"No","No","No","Fiber optic","No","Yes","No","No","No","Yes"
"4206","6427-FEFIG",24,"Yes","Two year","No","Credit card (automatic)",78.6,1846.65,"No","Female",0,"Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes"
"4207","0017-IUDMW",72,"Yes","Two year","Yes","Credit card (automatic)",116.8,8456.75,"No","Female",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4208","8706-HRADD",21,"No","Month-to-month","Yes","Mailed check",43.55,1011.5,"No","Male",0,"No","No","No phone service","DSL","Yes","No","No","Yes","Yes","No"
"4209","9955-QOPOY",69,"No","One year","Yes","Credit card (automatic)",60.8,4263.4,"No","Male",0,"Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
"4210","4385-ZKVNW",44,"Yes","Month-to-month","Yes","Bank transfer (automatic)",54.9,2549.1,"No","Male",0,"Yes","Yes","No","DSL","No","Yes","No","Yes","No","No"
"4211","5446-DKWYW",61,"Yes","One year","Yes","Electronic check",65.2,3965.05,"No","Female",1,"Yes","Yes","Yes","DSL","No","No","Yes","No","Yes","No"
"4212","2034-CGRHZ",24,"Yes","Month-to-month","Yes","Credit card (automatic)",102.95,2496.7,"Yes","Male",1,"No","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4213","5797-APWZC",1,"Yes","Month-to-month","No","Electronic check",90.6,90.6,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"4214","3683-QKIUE",6,"Yes","Month-to-month","Yes","Bank transfer (automatic)",50.8,288.05,"Yes","Female",0,"No","No","No","DSL","No","No","No","Yes","No","No"
"4215","4228-ZGYUW",4,"Yes","Month-to-month","Yes","Electronic check",90.05,368.1,"Yes","Male",0,"No","No","Yes","Fiber optic","No","Yes","No","No","No","Yes"
"4216","9031-ZVQPT",72,"Yes","Two year","Yes","Electronic check",108.2,7840.6,"No","Male",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"4217","2990-IAJSV",72,"Yes","Two year","No","Bank transfer (automatic)",92,6632.75,"No","Male",0,"No","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4218","8107-KNCIM",14,"Yes","Month-to-month","Yes","Electronic check",75.1,1013.35,"No","Male",1,"Yes","No","Yes","Fiber optic","No","No","No","No","No","No"
"4219","9027-YFHQJ",7,"Yes","Month-to-month","Yes","Bank transfer (automatic)",25.05,152.95,"No","Male",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4220","5176-LDKUH",48,"Yes","One year","No","Electronic check",75.15,3772.65,"No","Female",0,"No","No","No","Fiber optic","No","Yes","No","No","No","No"
"4221","4644-OBGFZ",55,"Yes","One year","No","Mailed check",19.5,1026.35,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4222","7926-IJOOU",1,"Yes","Month-to-month","No","Credit card (automatic)",19.3,19.3,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4223","6480-YAGIY",45,"Yes","One year","No","Credit card (automatic)",112.2,5031.85,"No","Male",0,"No","No","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4224","4029-HPFVY",3,"Yes","Month-to-month","Yes","Mailed check",70.3,220.4,"No","Male",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"4225","7602-DBTOU",71,"Yes","Two year","No","Mailed check",19.6,1416.5,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4226","5345-BMKWB",8,"Yes","Month-to-month","No","Mailed check",20.25,158.35,"No","Male",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4227","3519-ZKXGG",3,"Yes","Month-to-month","Yes","Electronic check",75.85,256.6,"Yes","Female",0,"Yes","No","Yes","Fiber optic","No","No","No","No","No","No"
"4228","5457-COLHT",69,"Yes","Two year","No","Bank transfer (automatic)",80.65,5542.55,"No","Male",0,"Yes","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes"
"4229","6416-TVAIH",1,"Yes","Month-to-month","Yes","Electronic check",68.5,68.5,"Yes","Male",0,"Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
"4230","5451-YHYPW",72,"Yes","Two year","Yes","Credit card (automatic)",115.75,8443.7,"No","Female",1,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4231","5108-ADXWO",11,"Yes","Month-to-month","Yes","Electronic check",73.5,791.75,"Yes","Male",0,"No","No","No","Fiber optic","Yes","No","No","No","No","No"
"4232","7998-WNZEM",71,"Yes","Two year","No","Bank transfer (automatic)",80.6,5708.2,"No","Male",0,"No","No","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes"
"4233","3066-RRJIO",1,"Yes","Month-to-month","Yes","Mailed check",69.95,69.95,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"4234","4664-NJCMS",33,"No","Two year","No","Bank transfer (automatic)",59.55,2016.3,"No","Female",0,"Yes","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
"4235","0307-BCOPK",16,"Yes","One year","No","Mailed check",19.05,326.65,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4236","7629-WFGLW",56,"Yes","One year","No","Electronic check",95.65,5471.75,"No","Female",1,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No"
"4237","2542-HYGIQ",1,"Yes","Month-to-month","No","Credit card (automatic)",19.95,19.95,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4238","6715-OFDBP",5,"Yes","Month-to-month","Yes","Electronic check",70.05,346.4,"Yes","Male",0,"No","No","No","DSL","No","No","Yes","No","Yes","Yes"
"4239","5016-LIPDW",57,"Yes","One year","No","Mailed check",19.4,1061.6,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4240","6481-LXPWL",56,"No","One year","Yes","Credit card (automatic)",36.1,1971.5,"No","Male",0,"Yes","Yes","No phone service","DSL","No","Yes","Yes","No","No","No"
"4241","1567-DSCIC",8,"Yes","Month-to-month","Yes","Electronic check",94,773.65,"Yes","Male",0,"No","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
"4242","2150-UWTFY",22,"Yes","Month-to-month","No","Mailed check",61.15,1422.05,"Yes","Female",0,"Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No"
"4243","6124-ACRHJ",1,"Yes","Month-to-month","No","Mailed check",19.75,19.75,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4244","9362-MWODR",40,"Yes","Month-to-month","Yes","Credit card (automatic)",64.1,2460.35,"No","Female",0,"No","Yes","No","DSL","Yes","No","No","Yes","Yes","No"
"4245","9975-GPKZU",46,"Yes","Two year","No","Credit card (automatic)",19.75,856.5,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4246","9625-RZFUK",63,"Yes","Two year","No","Mailed check",19.7,1275.85,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4247","5153-LXKDT",68,"Yes","Two year","Yes","Electronic check",110.2,7467.5,"No","Male",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"4248","5161-UBZXI",69,"Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75,"No","Male",0,"Yes","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"4249","1020-JPQOW",56,"Yes","Month-to-month","No","Electronic check",90.55,5116.6,"No","Female",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
"4250","7919-ZODZZ",10,"Yes","One year","Yes","Mailed check",65.9,660.05,"No","Female",0,"Yes","Yes","No","DSL","No","Yes","Yes","No","No","Yes"
"4251","0565-JUPYD",63,"Yes","One year","No","Credit card (automatic)",104.5,6590.8,"No","Male",0,"No","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"4252","6867-ACCZI",24,"No","Two year","Yes","Mailed check",52.5,1208.15,"No","Female",0,"Yes","Yes","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes"
"4253","5939-XAIXZ",19,"Yes","Month-to-month","Yes","Mailed check",56.1,1033.9,"No","Female",0,"No","No","Yes","DSL","No","No","Yes","No","No","No"
"4254","9054-FOWNV",22,"Yes","Month-to-month","Yes","Electronic check",88.75,1885.15,"No","Male",0,"Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
"4255","2683-BPJSO",29,"Yes","Month-to-month","Yes","Electronic check",84.45,2467.1,"Yes","Male",0,"Yes","No","Yes","Fiber optic","Yes","Yes","No","No","No","No"
"4256","2157-MXBJS",13,"Yes","One year","Yes","Mailed check",75.3,989.45,"Yes","Male",0,"Yes","No","Yes","DSL","No","No","Yes","No","Yes","Yes"
"4257","8207-VVMYB",70,"Yes","Two year","Yes","Bank transfer (automatic)",26,2006.95,"No","Female",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4258","9732-EQMWY",49,"Yes","Month-to-month","No","Electronic check",99.4,5025,"No","Female",0,"Yes","No","No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4259","9360-AHGNL",43,"Yes","One year","Yes","Mailed check",109.55,4830.25,"Yes","Female",1,"Yes","No","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"4260","1087-UDSIH",3,"Yes","Month-to-month","Yes","Mailed check",19.6,59.75,"Yes","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4261","5269-NRGDP",42,"Yes","One year","No","Electronic check",73.15,3088.25,"No","Male",0,"Yes","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes"
"4262","6195-MELTI",57,"Yes","One year","Yes","Mailed check",54.65,3134.7,"No","Male",0,"No","No","No","DSL","No","Yes","No","Yes","No","No"
"4263","5485-WUYWF",2,"Yes","Month-to-month","No","Bank transfer (automatic)",66.4,94.55,"Yes","Male",1,"No","No","No","DSL","Yes","No","Yes","No","Yes","No"
"4264","2121-JAFOM",72,"Yes","Two year","Yes","Credit card (automatic)",115.55,8312.4,"No","Female",0,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4265","8818-DOPVL",46,"Yes","Month-to-month","Yes","Electronic check",104.45,4863.85,"No","Female",1,"No","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4266","2632-UCGVD",66,"Yes","Month-to-month","Yes","Credit card (automatic)",100.05,6871.9,"Yes","Male",1,"Yes","No","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"4267","5445-PZWGX",62,"Yes","One year","No","Electronic check",102,6529.25,"Yes","Male",0,"No","No","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes"
"4268","1227-UDMZR",72,"Yes","Two year","Yes","Bank transfer (automatic)",91.15,6637.9,"No","Female",0,"Yes","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4269","5198-HQAEN",35,"Yes","One year","Yes","Electronic check",89.7,3165.6,"No","Male",0,"Yes","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No"
"4270","9170-CCKOU",17,"Yes","Month-to-month","No","Credit card (automatic)",90.2,1454.15,"Yes","Male",0,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
"4271","2167-FQSTQ",72,"Yes","Two year","Yes","Electronic check",92.4,6786.1,"No","Female",0,"Yes","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4272","2819-GWENI",28,"Yes","One year","No","Mailed check",19.9,543,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4273","1043-YCUTE",56,"Yes","Two year","Yes","Credit card (automatic)",25.15,1327.15,"Yes","Male",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4274","3814-MLAXC",31,"Yes","Month-to-month","Yes","Credit card (automatic)",79.85,2404.15,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","Yes","No","No"
"4275","3572-UUHRS",45,"Yes","One year","No","Bank transfer (automatic)",18.85,867.3,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4276","2692-PFYTJ",1,"Yes","Month-to-month","Yes","Mailed check",25.75,25.75,"No","Female",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4277","1226-UDFZR",2,"Yes","Month-to-month","Yes","Mailed check",49.6,114.7,"Yes","Female",0,"No","No","No","DSL","No","Yes","No","No","No","No"
"4278","5955-EPOAZ",6,"Yes","Month-to-month","Yes","Mailed check",20.95,109.5,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4279","6821-JPCDC",48,"Yes","One year","Yes","Electronic check",97.05,4692.95,"No","Female",0,"Yes","No","No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4280","8815-LMFLX",25,"Yes","Month-to-month","Yes","Bank transfer (automatic)",25.4,546.85,"No","Male",0,"Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4281","9135-HSWOC",64,"Yes","Two year","Yes","Bank transfer (automatic)",19.7,1274.05,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4282","8582-KRHPJ",50,"No","Month-to-month","Yes","Mailed check",35,1782.4,"No","Male",0,"No","No","No phone service","DSL","Yes","Yes","No","No","No","No"
"4283","5811-IWXYM",52,"Yes","One year","No","Bank transfer (automatic)",101.25,5301.1,"No","Female",0,"Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"4284","7044-YAACC",4,"Yes","Month-to-month","Yes","Electronic check",70.2,280.35,"No","Male",1,"Yes","No","No","Fiber optic","No","No","No","No","No","No"
"4285","8189-XRIKE",32,"Yes","Month-to-month","No","Electronic check",90.95,2897.95,"No","Female",1,"No","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"4286","1506-YJTYT",45,"Yes","Two year","No","Credit card (automatic)",73.85,3371,"No","Male",0,"Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No"
"4287","4123-DVHPH",9,"Yes","Month-to-month","Yes","Electronic check",88.05,801.3,"No","Male",0,"Yes","No","Yes","Fiber optic","Yes","No","No","No","No","Yes"
"4288","6425-YQLLO",66,"Yes","One year","Yes","Credit card (automatic)",105.95,6975.25,"Yes","Female",1,"Yes","No","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4289","5442-UTCVD",3,"Yes","Month-to-month","No","Electronic check",91.85,257.05,"Yes","Male",0,"No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
"4290","2228-BZDEE",54,"Yes","Two year","No","Mailed check",20.1,1079.45,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4291","7734-DBOAI",1,"No","Month-to-month","No","Electronic check",40.1,40.1,"Yes","Female",0,"Yes","Yes","No phone service","DSL","No","No","No","Yes","Yes","No"
"4292","2789-CZANW",64,"Yes","Two year","No","Bank transfer (automatic)",110.3,6997.3,"No","Female",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"4293","2091-RFFBA",31,"Yes","Month-to-month","Yes","Electronic check",73.9,2217.15,"Yes","Female",1,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"4294","2114-MGINA",14,"Yes","Month-to-month","Yes","Mailed check",89.8,1129.1,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"4295","7596-LDUXP",12,"Yes","One year","Yes","Credit card (automatic)",85.15,979.05,"No","Female",0,"No","No","No","Fiber optic","Yes","No","No","No","Yes","No"
"4296","3740-RLMVT",67,"Yes","One year","Yes","Bank transfer (automatic)",60.95,4119.4,"No","Male",1,"Yes","No","No","DSL","Yes","Yes","No","Yes","No","No"
"4297","4489-SNOJF",35,"Yes","Month-to-month","No","Electronic check",72.25,2568.55,"Yes","Female",0,"Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No"
"4298","2192-OZITF",45,"Yes","Two year","No","Mailed check",73.55,3349.1,"No","Female",0,"No","No","Yes","DSL","Yes","No","No","Yes","No","Yes"
"4299","5651-CPDND",10,"Yes","Month-to-month","No","Mailed check",46,492.1,"No","Male",0,"No","No","No","DSL","No","No","No","No","No","No"
"4300","2186-QZEYA",29,"Yes","Month-to-month","Yes","Bank transfer (automatic)",58.55,1718.95,"No","Female",1,"No","No","Yes","DSL","Yes","Yes","No","No","No","No"
"4301","1131-ALZWV",24,"Yes","One year","No","Bank transfer (automatic)",24.6,605.25,"No","Female",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4302","7729-XBTWX",66,"Yes","Two year","Yes","Mailed check",19.75,1344.5,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4303","9134-WYRVP",51,"Yes","One year","No","Mailed check",86.35,4267.15,"No","Male",0,"No","No","No","Fiber optic","Yes","No","No","No","Yes","No"
"4304","3284-SVCRO",45,"Yes","Two year","No","Mailed check",25.5,1121.05,"No","Female",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4305","9732-OUYRN",49,"Yes","One year","No","Credit card (automatic)",19,918.7,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4306","0559-CKHUS",29,"Yes","Two year","Yes","Mailed check",19.55,521.8,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4307","2931-SVLTV",40,"Yes","Month-to-month","Yes","Credit card (automatic)",110.1,4469.1,"No","Male",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"4308","6899-PPEEA",37,"Yes","Month-to-month","Yes","Electronic check",96.55,3580.3,"Yes","Female",1,"No","No","Yes","Fiber optic","No","No","No","No","Yes","Yes"
"4309","7504-UWHNB",25,"Yes","Month-to-month","No","Electronic check",69.75,1729.35,"No","Male",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"4310","2582-FFFZR",22,"No","Month-to-month","Yes","Electronic check",50.6,1073.3,"No","Female",0,"No","No","No phone service","DSL","No","No","Yes","No","Yes","Yes"
"4311","8908-NMQTX",72,"No","Two year","Yes","Bank transfer (automatic)",65.6,4566.5,"No","Male",0,"No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4312","2187-LZGPL",7,"No","Month-to-month","Yes","Credit card (automatic)",40.1,293.3,"Yes","Female",0,"No","No","No phone service","DSL","No","Yes","No","No","No","Yes"
"4313","1431-AIDJQ",33,"Yes","Two year","No","Credit card (automatic)",82.1,2603.1,"No","Male",0,"Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"4314","6288-LBEAR",23,"Yes","Month-to-month","Yes","Mailed check",79.1,1783.75,"No","Female",0,"No","No","No","Fiber optic","No","Yes","No","Yes","No","No"
"4315","4597-NUCQV",24,"Yes","Month-to-month","Yes","Electronic check",101.25,2440.15,"Yes","Male",1,"No","No","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"4316","9019-QVLZD",1,"Yes","Month-to-month","No","Electronic check",79.55,79.55,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","Yes","No"
"4317","8413-YNHNV",69,"Yes","Two year","No","Mailed check",90.65,6322.1,"No","Male",0,"No","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4318","5808-TOTXO",3,"Yes","One year","Yes","Credit card (automatic)",20.55,57.4,"No","Female",0,"No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4319","4369-NYSCF",56,"Yes","One year","Yes","Bank transfer (automatic)",75.75,4284.65,"No","Male",0,"No","No","No","DSL","No","Yes","No","Yes","Yes","Yes"
"4320","6333-YDVLT",65,"Yes","One year","Yes","Credit card (automatic)",110,7138.65,"No","Male",0,"No","No","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"4321","5324-KTGCG",71,"Yes","One year","No","Electronic check",20.85,1539.75,"No","Male",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4322","5599-HVLTW",14,"Yes","Month-to-month","Yes","Bank transfer (automatic)",80.35,1058.1,"No","Female",1,"No","No","Yes","Fiber optic","No","No","Yes","No","No","No"
"4323","7394-LWLYN",2,"Yes","Month-to-month","Yes","Electronic check",70.15,123.8,"No","Female",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"4324","3707-LRWZD",32,"Yes","One year","No","Electronic check",84.05,2781.85,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","No","Yes","No"
"4325","6873-UDNLD",40,"Yes","Month-to-month","No","Electronic check",67.45,2731,"No","Male",0,"No","No","No","DSL","Yes","No","Yes","No","No","Yes"
"4326","2700-LUEVA",1,"Yes","Month-to-month","No","Credit card (automatic)",20.75,20.75,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4327","1455-ESIQH",1,"Yes","Month-to-month","Yes","Electronic check",89.1,89.1,"Yes","Male",0,"No","No","No","Fiber optic","No","No","No","No","Yes","Yes"
